rv	tajimas_d	bgc_related	gene_length	length_cat
Rv3531c	-1.49380945762	False	1128	all
Rv3269	-0.792913864593	False	282	all
Rv3268	-0.904331092253	False	690	middle_50_percentile
Rv3268	-0.904331092253	False	690	all
Rv1290c	-1.79211684565	False	1566	all
Rv2998	-1.4935158427	False	462	all
Rv3463	-1.83593485793	False	858	middle_50_percentile
Rv3463	-1.83593485793	False	858	all
Rv2855	-1.06370883804	False	1380	all
Rv2991	-0.946708174598	False	492	all
Rv3305c	-1.67259482318	False	1170	middle_50_percentile
Rv3305c	-1.67259482318	False	1170	all
Rv2997	-0.297750059225	False	1443	all
Rv3854c	-2.55226029948	False	1470	all
Rv2363	-1.81928469664	True	1455	all
Rv0778	-1.83313664427	False	1245	middle_50_percentile
Rv0778	-1.83313664427	False	1245	all
Rv0091	-1.63772132016	True	768	middle_50_percentile
Rv0091	-1.63772132016	True	768	all
Rv2174	-1.68526004014	False	1551	all
Rv3455c	-1.6600001417	False	771	middle_50_percentile
Rv3455c	-1.6600001417	False	771	all
Rv2793c	-1.52405871474	False	897	middle_50_percentile
Rv2793c	-1.52405871474	False	897	all
Rv2842c	-1.42788445871	False	552	middle_50_percentile
Rv2842c	-1.42788445871	False	552	all
Rv3855	-1.67332148008	False	651	middle_50_percentile
Rv3855	-1.67332148008	False	651	all
Rv1560	-0.771836310158	False	219	all
Rv3202a	-1.07428666715	False	210	all
Rv3202c	-1.6070729489	False	3168	all
Rv0310c	-1.72202468316	False	492	all
Rv2928	-1.55481535251	True	786	middle_50_percentile
Rv2928	-1.55481535251	True	786	all
Rv0988	-1.54744520308	False	1161	middle_50_percentile
Rv0988	-1.54744520308	False	1161	all
Rv0791c	-1.7194544843	False	1044	middle_50_percentile
Rv0791c	-1.7194544843	False	1044	all
Rv0329c	-1.62685333153	False	627	middle_50_percentile
Rv0329c	-1.62685333153	False	627	all
Rv3888c	-1.82636399386	False	1026	middle_50_percentile
Rv3888c	-1.82636399386	False	1026	all
Rv0837c	-1.81358792291	False	1029	middle_50_percentile
Rv0837c	-1.81358792291	False	1029	all
Rv2268c	-1.20479300291	True	1470	all
Rv1909c	-1.11886522633	False	444	all
Rv1910c	-1.78867894689	False	594	middle_50_percentile
Rv1910c	-1.78867894689	False	594	all
Rv2614c	-1.74762073028	False	2079	all
Rv1692	-1.41837935193	False	1062	middle_50_percentile
Rv1692	-1.41837935193	False	1062	all
Rv2462c	-1.84689252622	False	1401	all
Rv2386a	0.145410764857	True	210	all
Rv2218	-1.67321228782	False	936	middle_50_percentile
Rv2218	-1.67321228782	False	936	all
Rv3542c	-1.4041112286	False	936	middle_50_percentile
Rv3542c	-1.4041112286	False	936	all
Rv0919	-1.25787679421	False	501	all
Rv0649	-1.42369185016	False	675	middle_50_percentile
Rv0649	-1.42369185016	False	675	all
Rv2264c	-1.24655083234	False	1779	all
Rv3853	-0.793043533049	False	474	all
Rv0307c	-0.280020691649	False	483	all
Rv3070	-1.26362662758	False	381	all
Rv3071	-1.7288440436	False	1110	middle_50_percentile
Rv3071	-1.7288440436	False	1110	all
Rv3076	-1.63417107345	False	477	all
Rv3074	-1.96355593197	False	1275	all
Rv0525	-1.84960917632	False	609	middle_50_percentile
Rv0525	-1.84960917632	False	609	all
Rv1781c	-2.22202511056	False	2175	all
Rv2864c	-1.1832190004	False	1812	all
Rv0646c	-1.55067862525	False	906	middle_50_percentile
Rv0646c	-1.55067862525	False	906	all
Rv2477c	-1.7088352902	False	1677	all
Rv1819c	-1.37096161044	False	1920	all
Rv0427c	-1.64698240605	False	876	middle_50_percentile
Rv0427c	-1.64698240605	False	876	all
Rv0585c	-1.84679344811	False	2388	all
Rv0528	-1.98035395375	False	1590	all
Rv1101c	-1.55067870774	False	1158	middle_50_percentile
Rv1101c	-1.55067870774	False	1158	all
Rv1204c	-2.0043998728	False	1689	all
Rv1354c	-1.96263944528	False	1872	all
Rv0337c	-1.62674109991	False	1290	all
Rv2284	-1.28057028712	True	1296	all
Rv2223c	-2.11954438122	False	1563	all
Rv2667	-1.41837581045	False	759	middle_50_percentile
Rv2667	-1.41837581045	False	759	all
Rv3596c	-1.81919531298	False	2547	all
Rv0759c	-1.27489221072	False	333	all
Rv1253	-1.8329783229	False	1692	all
Rv0653c	-0.792913864593	False	696	middle_50_percentile
Rv0653c	-0.792913864593	False	696	all
Rv2572c	-1.9741776196	False	1791	all
Rv2338c	-1.69330608773	False	957	middle_50_percentile
Rv2338c	-1.69330608773	False	957	all
Rv2970c	-1.90348278043	False	1131	middle_50_percentile
Rv2970c	-1.90348278043	False	1131	all
Rv2035	-1.62677281289	True	489	all
Rv3108	-1.80665471805	False	441	all
Rv2034	-1.07428609219	True	324	all
Rv3603c	-0.897746196852	False	912	middle_50_percentile
Rv3603c	-0.897746196852	False	912	all
Rv1268c	-2.00121963212	False	699	middle_50_percentile
Rv1268c	-2.00121963212	False	699	all
Rv2036	-1.48888623682	True	642	middle_50_percentile
Rv2036	-1.48888623682	True	642	all
Rv2702	-1.57306182296	False	798	middle_50_percentile
Rv2702	-1.57306182296	False	798	all
Rv0588	-1.70813554408	False	888	middle_50_percentile
Rv0588	-1.70813554408	False	888	all
Rv1179c	-2.29227891836	False	2820	all
Rv1355c	-1.61820096651	False	2148	all
Rv2231A	-1.38513543468	False	426	all
Rv1681	-0.912948963678	True	993	middle_50_percentile
Rv1681	-0.912948963678	True	993	all
Rv3203	-1.22401733297	False	675	middle_50_percentile
Rv3203	-1.22401733297	False	675	all
Rv2056c	-1.08147995196	True	306	all
Rv0717	-0.233826508813	False	186	all
Rv1018c	-2.05863467395	False	1488	all
Rv3436c	-1.28616219637	False	1875	all
Rv2216	-1.86460473976	False	906	middle_50_percentile
Rv2216	-1.86460473976	False	906	all
Rv2219	-1.71725877279	False	753	middle_50_percentile
Rv2219	-1.71725877279	False	753	all
Rv3032A	-1.51354178279	False	390	all
Rv0897c	-2.03868621575	False	1608	all
Rv3702c	-1.63771813928	False	702	middle_50_percentile
Rv3702c	-1.63771813928	False	702	all
Rv3701c	-1.55067795275	False	966	middle_50_percentile
Rv3701c	-1.55067795275	False	966	all
Rv3700c	-1.85247792922	False	1173	middle_50_percentile
Rv3700c	-1.85247792922	False	1173	all
Rv2047c	-1.08386230617	True	2565	all
Rv2437	-0.792913864593	False	420	all
Rv3522	-1.59094998223	False	1065	middle_50_percentile
Rv3522	-1.59094998223	False	1065	all
Rv3351c	-1.93301081634	False	795	middle_50_percentile
Rv3351c	-1.93301081634	False	795	all
Rv0033	-1.52597097965	False	264	all
Rv3540c	-1.0810834803	False	1161	middle_50_percentile
Rv3540c	-1.0810834803	False	1161	all
Rv3523	-1.42786719592	False	1185	middle_50_percentile
Rv3523	-1.42786719592	False	1185	all
Rv2244	-0.584794722305	False	348	all
Rv2010	-0.605917416394	False	399	all
Rv1779c	-2.10101046565	False	1794	all
Rv3064c	-1.50942975922	False	426	all
Rv2703	-1.08147986684	False	1587	all
Rv1986	-0.0523677097551	False	600	middle_50_percentile
Rv1986	-0.0523677097551	False	600	all
Rv1987	-0.710528680069	False	429	all
Rv1221	0.336541287105	False	774	middle_50_percentile
Rv1221	0.336541287105	False	774	all
Rv3414c	-1.55481534991	False	639	middle_50_percentile
Rv3414c	-1.55481534991	False	639	all
Rv0182c	-0.933420878024	False	1113	middle_50_percentile
Rv0182c	-0.933420878024	False	1113	all
Rv3286c	-1.20739935973	False	786	middle_50_percentile
Rv3286c	-1.20739935973	False	786	all
Rv1189	-1.03995533661	False	873	middle_50_percentile
Rv1189	-1.03995533661	False	873	all
Rv1075c	-1.21251472258	False	945	middle_50_percentile
Rv1075c	-1.21251472258	False	945	all
Rv0445c	-1.65239860065	False	564	middle_50_percentile
Rv0445c	-1.65239860065	False	564	all
Rv3714c	-1.03831402208	False	891	middle_50_percentile
Rv3714c	-1.03831402208	False	891	all
Rv3911	-1.6165101285	False	669	middle_50_percentile
Rv3911	-1.6165101285	False	669	all
Rv0735	-1.53828306234	False	534	all
Rv3421c	-1.68926209478	False	636	middle_50_percentile
Rv3421c	-1.68926209478	False	636	all
Rv1351	-1.07627729952	False	330	all
Rv2141c	-0.864444916051	False	1347	all
Rv3079c	-1.49730756156	False	828	middle_50_percentile
Rv3079c	-1.49730756156	False	828	all
Rv2509	-0.618368578186	False	807	middle_50_percentile
Rv2509	-0.618368578186	False	807	all
Rv3851	-1.04561759212	False	285	all
Rv2507	-1.65660168171	False	822	middle_50_percentile
Rv2507	-1.65660168171	False	822	all
Rv2506	-1.44128549147	False	648	middle_50_percentile
Rv2506	-1.44128549147	False	648	all
Rv0554	-1.46050126467	False	789	middle_50_percentile
Rv0554	-1.46050126467	False	789	all
Rv1123c	-1.84408462082	False	909	middle_50_percentile
Rv1123c	-1.84408462082	False	909	all
Rv2392	-0.792913856175	True	765	middle_50_percentile
Rv2392	-0.792913856175	True	765	all
Rv2723	-1.73192076146	False	1194	middle_50_percentile
Rv2723	-1.73192076146	False	1194	all
Rv2722	-1.14621251037	False	249	all
Rv2335	-1.42312815555	False	690	middle_50_percentile
Rv2335	-1.42312815555	False	690	all
Rv1285	-2.05233317617	False	999	middle_50_percentile
Rv1285	-2.05233317617	False	999	all
Rv2847c	-1.80967131333	False	1218	middle_50_percentile
Rv2847c	-1.80967131333	False	1218	all
Rv0736	-1.80065986512	False	753	middle_50_percentile
Rv0736	-1.80065986512	False	753	all
Rv1637c	-1.73523084501	False	795	middle_50_percentile
Rv1637c	-1.73523084501	False	795	all
Rv2797c	-2.05102966005	False	1689	all
Rv0907	-1.29013486005	False	1599	all
Rv0906	-1.78107511495	False	1119	middle_50_percentile
Rv0906	-1.78107511495	False	1119	all
Rv2217	-1.63771809099	False	693	middle_50_percentile
Rv2217	-1.63771809099	False	693	all
Rv0130	-1.6304381578	False	456	all
Rv2399c	-1.25227688781	True	852	middle_50_percentile
Rv2399c	-1.25227688781	True	852	all
Rv2398c	-1.27136007754	True	819	middle_50_percentile
Rv2398c	-1.27136007754	True	819	all
Rv2131c	-1.05993734398	False	804	middle_50_percentile
Rv2131c	-1.05993734398	False	804	all
Rv0909	-1.50948694006	False	180	all
Rv1188	-2.11202046106	False	990	middle_50_percentile
Rv1188	-2.11202046106	False	990	all
Rv1416	-1.17928224206	False	483	all
Rv3658c	-0.782589854124	False	801	middle_50_percentile
Rv3658c	-0.782589854124	False	801	all
Rv0126	-1.94190124959	False	1806	all
Rv3749c	-1.41836348999	False	510	all
Rv2258c	-1.32431180542	False	1062	middle_50_percentile
Rv2258c	-1.32431180542	False	1062	all
Rv3046c	-1.32911322957	False	375	all
Rv1748	-1.54654920743	False	732	middle_50_percentile
Rv1748	-1.54654920743	False	732	all
Rv1747	-2.07132101607	False	2598	all
Rv1742	-1.72886002969	False	738	middle_50_percentile
Rv1742	-1.72886002969	False	738	all
Rv2454c	-1.96999997717	False	1122	middle_50_percentile
Rv2454c	-1.96999997717	False	1122	all
Rv1872c	0.0843671793826	False	1245	middle_50_percentile
Rv1872c	0.0843671793826	False	1245	all
Rv2823c	-2.15042258377	False	2430	all
Rv1296	-1.14559001263	False	951	middle_50_percentile
Rv1296	-1.14559001263	False	951	all
Rv0519c	-1.55481486425	False	903	middle_50_percentile
Rv0519c	-1.55481486425	False	903	all
Rv1294	-1.72969993444	False	1326	all
Rv3679	-1.45272810171	False	1023	middle_50_percentile
Rv3679	-1.45272810171	False	1023	all
Rv0363c	-0.899152686664	False	1035	middle_50_percentile
Rv0363c	-0.899152686664	False	1035	all
Rv2438A	-1.08147996858	False	279	all
Rv1291c	-0.979168107035	False	336	all
Rv3530c	-1.74406445373	False	783	middle_50_percentile
Rv3530c	-1.74406445373	False	783	all
Rv3675	-1.08147996858	False	378	all
Rv0009	-1.54654920743	False	549	middle_50_percentile
Rv0009	-1.54654920743	False	549	all
Rv2990c	-1.42142105955	False	861	middle_50_percentile
Rv2990c	-1.42142105955	False	861	all
Rv0340	-1.27502506947	False	540	middle_50_percentile
Rv0340	-1.27502506947	False	540	all
Rv2102	-1.53169196128	False	717	middle_50_percentile
Rv2102	-1.53169196128	False	717	all
Rv0345	-1.58727828441	False	411	all
Rv0347	-0.782365978665	False	987	middle_50_percentile
Rv0347	-0.782365978665	False	987	all
Rv0349	-1.07428667316	False	660	middle_50_percentile
Rv0349	-1.07428667316	False	660	all
Rv0348	-1.43264897939	False	654	middle_50_percentile
Rv0348	-1.43264897939	False	654	all
Rv0950c	-1.62676001205	False	999	middle_50_percentile
Rv0950c	-1.62676001205	False	999	all
Rv2259	-1.79737752051	False	1086	middle_50_percentile
Rv2259	-1.79737752051	False	1086	all
Rv3921c	-2.09862225612	False	1101	middle_50_percentile
Rv3921c	-2.09862225612	False	1101	all
Rv0985c	-1.04810525623	False	456	all
Rv2912c	-1.46017390735	False	588	middle_50_percentile
Rv2912c	-1.46017390735	False	588	all
Rv0584	-2.2748444588	False	2634	all
Rv2307A	-1.08147996858	False	192	all
Rv1479	-1.69493581151	False	1134	middle_50_percentile
Rv1479	-1.69493581151	False	1134	all
Rv2833c	-2.12897653331	False	1311	all
Rv3435c	-1.7000935294	False	855	middle_50_percentile
Rv3435c	-1.7000935294	False	855	all
Rv2307D	-0.740356609152	False	183	all
Rv0563	-1.63408436015	False	861	middle_50_percentile
Rv0563	-1.63408436015	False	861	all
Rv2850c	-2.25923045938	False	1890	all
Rv3586	-0.665267426193	False	1077	middle_50_percentile
Rv3586	-0.665267426193	False	1077	all
Rv0161	-1.37133800594	False	1350	all
Rv0628c	-2.17266211861	False	1152	middle_50_percentile
Rv0628c	-2.17266211861	False	1152	all
Rv0163	-1.32057165364	False	456	all
Rv0861c	-1.7326237798	False	1629	all
Rv2854	-1.61253531473	False	1041	middle_50_percentile
Rv2854	-1.61253531473	False	1041	all
Rv0645c	-1.5300669285	False	861	middle_50_percentile
Rv0645c	-1.5300669285	False	861	all
Rv0087	-2.0333418086	True	1479	all
Rv0643c	-1.98021752201	False	882	middle_50_percentile
Rv0643c	-1.98021752201	False	882	all
Rv0644c	-0.0132400216013	False	864	middle_50_percentile
Rv0644c	-0.0132400216013	False	864	all
Rv0642c	-1.61257686475	False	906	middle_50_percentile
Rv0642c	-1.61257686475	False	906	all
Rv1231c	-1.46052560022	False	543	middle_50_percentile
Rv1231c	-1.46052560022	False	543	all
Rv2974c	-2.23025350356	False	1413	all
Rv1366	-1.36803045892	True	822	middle_50_percentile
Rv1366	-1.36803045892	True	822	all
Rv2697c	-1.23079439126	False	465	all
Rv1360	-1.65607028462	True	1023	middle_50_percentile
Rv1360	-1.65607028462	True	1023	all
Rv0086	-1.58647333547	True	1467	all
Rv0769	-1.36058081477	False	747	middle_50_percentile
Rv0769	-1.36058081477	False	747	all
Rv1897c	-0.801445914461	False	432	all
Rv0076c	-1.24089079916	False	390	all
Rv0943c	-1.97449690378	False	1041	middle_50_percentile
Rv0943c	-1.97449690378	False	1041	all
Rv3393	-1.04569886338	True	927	middle_50_percentile
Rv3393	-1.04569886338	True	927	all
Rv0788	-1.52593735556	False	675	middle_50_percentile
Rv0788	-1.52593735556	False	675	all
Rv2964	-0.617823229373	True	933	middle_50_percentile
Rv2964	-0.617823229373	True	933	all
Rv0012	-0.822436683176	False	789	middle_50_percentile
Rv0012	-0.822436683176	False	789	all
Rv1471	-0.771836307625	False	372	all
Rv3913	-1.62675379202	False	1008	middle_50_percentile
Rv3913	-1.62675379202	False	1008	all
Rv2370c	-1.75613418714	True	1314	all
Rv0676c	-1.56334233883	False	2895	all
Rv0780	-1.87735561936	False	894	middle_50_percentile
Rv0780	-1.87735561936	False	894	all
Rv0777	-1.44473344585	False	1419	all
Rv0357c	-1.64506154952	False	1299	all
Rv1470	-1.03131324898	False	375	all
Rv0808	-0.938667891713	False	1584	all
Rv3230c	-1.65607024406	False	1143	middle_50_percentile
Rv3230c	-1.65607024406	False	1143	all
Rv0772	-2.03860271101	False	1269	all
Rv2995c	-1.35817138314	False	1011	middle_50_percentile
Rv2995c	-1.35817138314	False	1011	all
Rv0957	-1.5380635454	False	1572	all
Rv3292	-1.83267309681	False	1248	middle_50_percentile
Rv3292	-1.83267309681	False	1248	all
Rv0956	-1.69903052554	False	648	middle_50_percentile
Rv0956	-1.69903052554	False	648	all
Rv0809	-1.26922367427	False	1095	middle_50_percentile
Rv0809	-1.26922367427	False	1095	all
Rv0803	-1.88176250051	False	2265	all
Rv2989	-1.58350418483	False	702	middle_50_percentile
Rv2989	-1.58350418483	False	702	all
Rv2924c	-1.53853546114	True	870	middle_50_percentile
Rv2924c	-1.53853546114	True	870	all
Rv0366c	-0.959038281768	False	594	middle_50_percentile
Rv0366c	-0.959038281768	False	594	all
Rv0727c	-1.56696107161	False	657	middle_50_percentile
Rv0727c	-1.56696107161	False	657	all
Rv0048c	-1.10346117139	False	870	middle_50_percentile
Rv0048c	-1.10346117139	False	870	all
Rv0040c	-1.63773717823	False	933	middle_50_percentile
Rv0040c	-1.63773717823	False	933	all
Rv2983	-1.39503945453	False	645	middle_50_percentile
Rv2983	-1.39503945453	False	645	all
Rv1106c	-1.52592313926	False	1113	middle_50_percentile
Rv1106c	-1.52592313926	False	1113	all
Rv0459	-1.529037396	False	492	all
Rv1453	-1.93718596099	False	1266	all
Rv1445c	-1.73853505865	False	744	middle_50_percentile
Rv1445c	-1.73853505865	False	744	all
Rv2940c	-2.25777147019	True	6336	all
Rv0368c	-0.889465302258	False	1212	middle_50_percentile
Rv0368c	-0.889465302258	False	1212	all
Rv3799c	-1.82381164581	True	1569	all
Rv0924c	-1.87817252987	False	1287	all
Rv1518	-1.15977451954	True	960	middle_50_percentile
Rv1518	-1.15977451954	True	960	all
Rv1835c	-1.79404509575	False	1887	all
Rv0037c	-1.99147354047	False	1326	all
Rv2367c	-1.20708553072	True	549	middle_50_percentile
Rv2367c	-1.20708553072	True	549	all
Rv2406c	-1.24698187325	False	429	all
Rv0976c	-1.81687616181	False	1683	all
Rv2339	-2.2679775896	False	2889	all
Rv0986	-0.593321138959	False	747	middle_50_percentile
Rv0986	-0.593321138959	False	747	all
Rv0127	-1.84224510541	False	1368	all
Rv2496c	-1.38985058209	False	1047	middle_50_percentile
Rv2496c	-1.38985058209	False	1047	all
Rv3564	-1.54784487173	False	957	middle_50_percentile
Rv3564	-1.54784487173	False	957	all
Rv0446c	-0.755963609149	False	771	middle_50_percentile
Rv0446c	-0.755963609149	False	771	all
Rv3363c	-1.41838010399	False	369	all
Rv0426c	-1.55067862919	False	444	all
Rv3721c	-1.3177834077	False	1737	all
Rv1981c	-1.08147996727	False	969	middle_50_percentile
Rv1981c	-1.08147996727	False	969	all
Rv0874c	-1.52263780904	False	1161	middle_50_percentile
Rv0874c	-1.52263780904	False	1161	all
Rv0951	-1.98261901027	False	1164	middle_50_percentile
Rv0951	-1.98261901027	False	1164	all
Rv0952	-1.94667507834	False	912	middle_50_percentile
Rv0952	-1.94667507834	False	912	all
Rv1464	-1.80334483885	False	1254	middle_50_percentile
Rv1464	-1.80334483885	False	1254	all
Rv0452	-1.00324316648	False	711	middle_50_percentile
Rv0452	-1.00324316648	False	711	all
Rv3843c	-1.65182460024	True	1029	middle_50_percentile
Rv3843c	-1.65182460024	True	1029	all
Rv0178	-1.7352252214	False	735	middle_50_percentile
Rv0178	-1.7352252214	False	735	all
Rv2043c	-2.57260345351	True	561	middle_50_percentile
Rv2043c	-2.57260345351	True	561	all
Rv2514c	-1.41836364624	False	462	all
Rv1568	-1.72871046477	False	1314	all
Rv1948c	-0.620321818596	False	351	all
Rv3066	-1.26921834107	False	609	middle_50_percentile
Rv3066	-1.26921834107	False	609	all
Rv3069	-1.05284173142	False	399	all
Rv3579c	-0.834975263156	False	969	middle_50_percentile
Rv3579c	-0.834975263156	False	969	all
Rv1420	-1.39166875105	False	1941	all
Rv1633	-1.7602648969	False	2097	all
Rv1638	-2.18481406178	False	2919	all
Rv0290	-1.11002447208	False	1419	all
Rv0792c	-1.69134415696	False	810	middle_50_percentile
Rv0792c	-1.69134415696	False	810	all
Rv0372c	-1.40409405658	False	756	middle_50_percentile
Rv0372c	-1.40409405658	False	756	all
Rv3644c	-1.90096343647	False	1206	middle_50_percentile
Rv3644c	-1.90096343647	False	1206	all
Rv3190A	-1.03839473798	False	210	all
Rv3201c	-1.83596210443	False	3306	all
Rv0471c	-1.62685842205	False	489	all
Rv3452	-1.55476828619	False	681	middle_50_percentile
Rv3452	-1.55476828619	False	681	all
Rv2230c	-1.6789269392	False	1140	middle_50_percentile
Rv2230c	-1.6789269392	False	1140	all
Rv2301	-1.62674761226	False	693	middle_50_percentile
Rv2301	-1.62674761226	False	693	all
Rv3451	-1.2108221348	False	789	middle_50_percentile
Rv3451	-1.2108221348	False	789	all
Rv2320c	-1.98996079987	False	1431	all
Rv0175	-1.25523833813	False	642	middle_50_percentile
Rv0175	-1.25523833813	False	642	all
Rv2891	-0.03463650493	False	750	middle_50_percentile
Rv2891	-0.03463650493	False	750	all
Rv0836c	-0.604098179687	False	654	middle_50_percentile
Rv0836c	-0.604098179687	False	654	all
Rv0039c	0.172657138046	False	348	all
Rv2712c	-1.15207196509	False	1059	middle_50_percentile
Rv2712c	-1.15207196509	False	1059	all
Rv3114	-0.092107265362	False	531	all
Rv3113	-0.287871389622	False	669	middle_50_percentile
Rv3113	-0.287871389622	False	669	all
Rv2265	-1.71213366401	True	1230	middle_50_percentile
Rv2265	-1.71213366401	True	1230	all
Rv0242c	-1.96287770233	False	1365	all
Rv0448c	-1.08147996858	False	666	middle_50_percentile
Rv0448c	-1.08147996858	False	666	all
Rv1350	-1.6194928352	False	744	middle_50_percentile
Rv1350	-1.6194928352	False	744	all
Rv1483	-1.65116734481	False	744	middle_50_percentile
Rv1483	-1.65116734481	False	744	all
Rv3124	-0.967281450738	False	870	middle_50_percentile
Rv3124	-0.967281450738	False	870	all
Rv2207	-1.52874737528	False	1086	middle_50_percentile
Rv2207	-1.52874737528	False	1086	all
Rv0254c	-1.06710559827	False	525	all
Rv2208	-1.36332543457	False	750	middle_50_percentile
Rv2208	-1.36332543457	False	750	all
Rv0444c	-0.709390923521	False	699	middle_50_percentile
Rv0444c	-0.709390923521	False	699	all
Rv2282c	-1.41359859534	True	939	middle_50_percentile
Rv2282c	-1.41359859534	True	939	all
Rv2236c	-1.97596340631	False	942	middle_50_percentile
Rv2236c	-1.97596340631	False	942	all
Rv3480c	-2.04704057841	False	1494	all
Rv2848c	-1.71539227935	False	1374	all
Rv2231c	-0.959629442311	False	1095	middle_50_percentile
Rv2231c	-0.959629442311	False	1095	all
Rv2072c	-1.82575261017	False	1173	middle_50_percentile
Rv2072c	-1.82575261017	False	1173	all
Rv2071c	-0.0765750195821	False	756	middle_50_percentile
Rv2071c	-0.0765750195821	False	756	all
Rv2062c	-1.92749666941	True	3585	all
Rv2849c	-0.792913863041	False	624	middle_50_percentile
Rv2849c	-0.792913863041	False	624	all
Rv2065	-1.76487963885	True	627	middle_50_percentile
Rv2065	-1.76487963885	True	627	all
Rv2583c	-1.76895155261	True	2373	all
Rv2070c	-1.53010257725	False	735	middle_50_percentile
Rv2070c	-1.53010257725	False	735	all
Rv0233	-1.73191504209	False	945	middle_50_percentile
Rv0233	-1.73191504209	False	945	all
Rv3051c	-1.43242206671	False	2082	all
Rv3053c	-0.974885020906	False	240	all
Rv3052c	-1.28057055112	False	453	all
Rv2226	-1.75570198324	False	1542	all
Rv2838c	-0.328275115597	False	552	middle_50_percentile
Rv2838c	-0.328275115597	False	552	all
Rv3041c	-0.720358087885	False	864	middle_50_percentile
Rv3041c	-0.720358087885	False	864	all
Rv2718c	-1.09101885783	False	465	all
Rv0743c	-1.40885101258	False	558	middle_50_percentile
Rv0743c	-1.40885101258	False	558	all
Rv3681c	-1.07795962758	False	357	all
Rv0570	-1.99805528901	False	2079	all
Rv2075c	-1.2872213533	False	1464	all
Rv1979c	-1.93046161319	False	1446	all
Rv3028c	-1.5904886603	False	957	middle_50_percentile
Rv3028c	-1.5904886603	False	957	all
Rv0208c	-1.27489221072	False	792	middle_50_percentile
Rv0208c	-1.27489221072	False	792	all
Rv0185	-1.28057054176	False	510	all
Rv2511	-0.953901470017	False	648	middle_50_percentile
Rv2511	-0.953901470017	False	648	all
Rv3416	-1.05991250597	False	309	all
Rv1081c	-1.06710577832	False	435	all
Rv1996	-1.92142875267	False	954	middle_50_percentile
Rv1996	-1.92142875267	False	954	all
Rv1995	-1.57790482272	False	768	middle_50_percentile
Rv1995	-1.57790482272	False	768	all
Rv1626	-1.22981851722	False	618	middle_50_percentile
Rv1626	-1.22981851722	False	618	all
Rv1657	-1.25239459855	True	513	all
Rv1292	-0.803078417524	False	1653	all
Rv2084	-1.71889478003	False	1137	middle_50_percentile
Rv2084	-1.71889478003	False	1137	all
Rv3190c	-1.54739918113	False	1266	all
Rv1659	-1.86113673117	True	1413	all
Rv1653	-0.817754092598	True	1215	middle_50_percentile
Rv1653	-0.817754092598	True	1215	all
Rv3840	-1.26354532719	True	414	all
Rv3847	-1.43264897939	False	534	all
Rv3845	-0.793043533049	False	360	all
Rv1384	-2.19887943796	True	3348	all
Rv2747	-0.792913864593	False	525	all
Rv1652	-1.49330065822	True	1059	middle_50_percentile
Rv1652	-1.49330065822	True	1059	all
Rv3755c	-1.55481535251	False	600	middle_50_percentile
Rv3755c	-1.55481535251	False	600	all
Rv0893c	-1.27719599235	False	978	middle_50_percentile
Rv0893c	-1.27719599235	False	978	all
Rv2536	-1.33415752787	False	693	middle_50_percentile
Rv2536	-1.33415752787	False	693	all
Rv1658	-1.82058143921	True	1197	middle_50_percentile
Rv1658	-1.82058143921	True	1197	all
Rv1599	-2.05666431114	False	1317	all
Rv2714	-1.16997963036	False	975	middle_50_percentile
Rv2714	-1.16997963036	False	975	all
Rv2715	-1.83464354701	False	1026	middle_50_percentile
Rv2715	-1.83464354701	False	1026	all
Rv2716	-0.159185198135	False	687	middle_50_percentile
Rv2716	-0.159185198135	False	687	all
Rv1223	-2.09643205995	False	1587	all
Rv2028c	-1.73192061372	True	840	middle_50_percentile
Rv2028c	-1.73192061372	True	840	all
Rv1631	-1.64873324312	False	1224	middle_50_percentile
Rv1631	-1.64873324312	False	1224	all
Rv0970	-1.07428667316	False	633	middle_50_percentile
Rv0970	-1.07428667316	False	633	all
Rv0189c	-1.62468876178	False	1728	all
Rv0889c	-2.17247511626	False	1122	middle_50_percentile
Rv0889c	-2.17247511626	False	1122	all
Rv1482c	-1.7253289972	False	843	middle_50_percentile
Rv1482c	-1.7253289972	False	843	all
Rv2498c	-1.32824285717	False	822	middle_50_percentile
Rv2498c	-1.32824285717	False	822	all
Rv2376c	-1.51784275025	True	507	all
Rv1232c	-1.48012427546	False	1308	all
Rv3004	-1.42788434735	False	339	all
Rv3593	-1.99812580106	False	1359	all
Rv0678	-1.53828305903	False	498	all
Rv1192	-1.54241256265	False	828	middle_50_percentile
Rv1192	-1.54241256265	False	828	all
Rv1406	-1.63418424671	False	939	middle_50_percentile
Rv1406	-1.63418424671	False	939	all
Rv1190	-0.480978729537	False	879	middle_50_percentile
Rv1190	-0.480978729537	False	879	all
Rv3111	-1.64046719443	False	513	all
Rv0937c	-1.5425243642	False	822	middle_50_percentile
Rv0937c	-1.5425243642	False	822	all
Rv3324c	-1.05511989708	False	534	all
Rv0864	-1.08147996606	False	504	all
Rv2405	-1.42788445871	False	570	middle_50_percentile
Rv2405	-1.42788445871	False	570	all
Rv2004c	-1.82478533178	False	1497	all
Rv2407	-1.70883176349	False	822	middle_50_percentile
Rv2407	-1.70883176349	False	822	all
Rv2975c	-0.906770784568	False	255	all
Rv2402	-2.03727627406	False	1929	all
Rv2975a	-0.740356604517	False	195	all
Rv1751	-1.70675287608	False	1383	all
Rv1752	-1.54654204088	False	450	all
