rv	tajimas_d	bgc_related
Rv3596c	-1.81919531298	False
Rv0759c	-1.27489221072	False
Rv1253	-1.8329783229	False
Rv0653c	-0.792913864593	False
Rv2572c	-1.9741776196	False
Rv2338c	-1.69330608773	False
Rv2970c	-1.90348278043	False
Rv2035	-1.62677281289	True
Rv3108	-1.80665471805	False
Rv2034	-1.07428609219	True
Rv3603c	-0.897746196852	False
Rv1268c	-2.00121963212	False
Rv2036	-1.48888623682	True
Rv2702	-1.57306182296	False
Rv0588	-1.70813554408	False
Rv1179c	-2.29227891836	False
Rv1355c	-1.61820096651	False
Rv2231A	-1.38513543468	False
Rv1681	-0.912948963678	True
Rv3203	-1.22401733297	False
Rv2056c	-1.08147995196	True
Rv0717	-0.233826508813	False
Rv1018c	-2.05863467395	False
Rv3436c	-1.28616219637	False
Rv2216	-1.86460473976	False
Rv2219	-1.71725877279	False
Rv3032A	-1.51354178279	False
Rv0897c	-2.03868621575	False
Rv3702c	-1.63771813928	False
Rv3701c	-1.55067795275	False
Rv3700c	-1.85247792922	False
Rv2047c	-1.08386230617	True
Rv2437	-0.792913864593	False
Rv3522	-1.59094998223	False
Rv3351c	-1.93301081634	False
Rv0033	-1.52597097965	False
Rv3540c	-1.0810834803	False
Rv3523	-1.42786719592	False
Rv2244	-0.584794722305	False
Rv2010	-0.605917416394	False
Rv1779c	-2.10101046565	False
Rv3064c	-1.50942975922	False
Rv2703	-1.08147986684	False
Rv1986	-0.0523677097551	False
Rv1987	-0.710528680069	False
Rv1221	0.336541287105	False
Rv3414c	-1.55481534991	False
Rv0182c	-0.933420878024	False
Rv3286c	-1.20739935973	False
Rv1189	-1.03995533661	False
Rv1075c	-1.21251472258	False
Rv0445c	-1.65239860065	False
Rv3714c	-1.03831402208	False
Rv3911	-1.6165101285	False
Rv0735	-1.53828306234	False
Rv3421c	-1.68926209478	False
Rv1351	-1.07627729952	False
Rv2141c	-0.864444916051	False
Rv3079c	-1.49730756156	False
Rv2509	-0.618368578186	False
Rv3851	-1.04561759212	False
Rv2507	-1.65660168171	False
Rv2506	-1.44128549147	False
Rv0554	-1.46050126467	False
Rv1123c	-1.84408462082	False
Rv2392	-0.792913856175	True
Rv2723	-1.73192076146	False
Rv2722	-1.14621251037	False
Rv2335	-1.42312815555	False
Rv1285	-2.05233317617	False
Rv2847c	-1.80967131333	False
Rv0736	-1.80065986512	False
Rv1637c	-1.73523084501	False
Rv2797c	-2.05102966005	False
Rv0907	-1.29013486005	False
Rv0906	-1.78107511495	False
Rv2217	-1.63771809099	False
Rv0130	-1.6304381578	False
Rv2399c	-1.25227688781	True
Rv2398c	-1.27136007754	True
Rv2131c	-1.05993734398	False
Rv0909	-1.50948694006	False
Rv1188	-2.11202046106	False
Rv1416	-1.17928224206	False
Rv3658c	-0.782589854124	False
Rv0126	-1.94190124959	False
Rv3749c	-1.41836348999	False
Rv2258c	-1.32431180542	False
Rv3046c	-1.32911322957	False
Rv1748	-1.54654920743	False
Rv1747	-2.07132101607	False
Rv1742	-1.72886002969	False
Rv2454c	-1.96999997717	False
Rv1872c	0.0843671793826	False
Rv2823c	-2.15042258377	False
Rv1296	-1.14559001263	False
Rv0519c	-1.55481486425	False
Rv1294	-1.72969993444	False
Rv3679	-1.45272810171	False
Rv0363c	-0.899152686664	False
Rv2438A	-1.08147996858	False
Rv1291c	-0.979168107035	False
Rv3530c	-1.74406445373	False
Rv3675	-1.08147996858	False
Rv0009	-1.54654920743	False
Rv2990c	-1.42142105955	False
Rv0340	-1.27502506947	False
Rv2102	-1.53169196128	False
Rv0345	-1.58727828441	False
Rv0347	-0.782365978665	False
Rv0349	-1.07428667316	False
Rv0348	-1.43264897939	False
Rv0950c	-1.62676001205	False
Rv2259	-1.79737752051	False
Rv3921c	-2.09862225612	False
Rv0985c	-1.04810525623	False
Rv2912c	-1.46017390735	False
Rv0584	-2.2748444588	False
Rv2307A	-1.08147996858	False
Rv1479	-1.69493581151	False
Rv2833c	-2.12897653331	False
Rv3435c	-1.7000935294	False
Rv2307D	-0.740356609152	False
Rv0563	-1.63408436015	False
Rv2850c	-2.25923045938	False
Rv3586	-0.665267426193	False
Rv0161	-1.37133800594	False
Rv0628c	-2.17266211861	False
Rv0163	-1.32057165364	False
Rv0861c	-1.7326237798	False
Rv2854	-1.61253531473	False
Rv0645c	-1.5300669285	False
Rv0087	-2.0333418086	True
Rv0643c	-1.98021752201	False
Rv0644c	-0.0132400216013	False
Rv0642c	-1.61257686475	False
Rv1231c	-1.46052560022	False
Rv2974c	-2.23025350356	False
Rv1366	-1.36803045892	True
Rv2697c	-1.23079439126	False
Rv1360	-1.65607028462	True
Rv0086	-1.58647333547	True
Rv0769	-1.36058081477	False
Rv1897c	-0.801445914461	False
Rv0076c	-1.24089079916	False
Rv0943c	-1.97449690378	False
Rv3393	-1.04569886338	True
Rv0788	-1.52593735556	False
Rv2964	-0.617823229373	True
Rv0012	-0.822436683176	False
Rv1471	-0.771836307625	False
Rv3913	-1.62675379202	False
Rv2370c	-1.75613418714	True
Rv0676c	-1.56334233883	False
Rv0780	-1.87735561936	False
Rv0777	-1.44473344585	False
Rv0357c	-1.64506154952	False
Rv1470	-1.03131324898	False
Rv0808	-0.938667891713	False
Rv3230c	-1.65607024406	False
Rv0772	-2.03860271101	False
Rv2995c	-1.35817138314	False
Rv0957	-1.5380635454	False
Rv3292	-1.83267309681	False
Rv0956	-1.69903052554	False
Rv0809	-1.26922367427	False
Rv0803	-1.88176250051	False
Rv2989	-1.58350418483	False
Rv2924c	-1.53853546114	True
Rv0366c	-0.959038281768	False
Rv0727c	-1.56696107161	False
Rv0048c	-1.10346117139	False
Rv0040c	-1.63773717823	False
Rv2983	-1.39503945453	False
Rv1106c	-1.52592313926	False
Rv0459	-1.529037396	False
Rv1453	-1.93718596099	False
Rv1445c	-1.73853505865	False
Rv2940c	-2.25777147019	True
Rv0368c	-0.889465302258	False
Rv3799c	-1.82381164581	True
Rv0924c	-1.87817252987	False
Rv1518	-1.15977451954	True
Rv1835c	-1.79404509575	False
Rv0037c	-1.99147354047	False
Rv2367c	-1.20708553072	True
Rv2406c	-1.24698187325	False
Rv0976c	-1.81687616181	False
Rv2339	-2.2679775896	False
Rv0986	-0.593321138959	False
Rv0127	-1.84224510541	False
Rv2496c	-1.38985058209	False
Rv3564	-1.54784487173	False
Rv0446c	-0.755963609149	False
Rv3363c	-1.41838010399	False
Rv0426c	-1.55067862919	False
Rv3721c	-1.3177834077	False
Rv1981c	-1.08147996727	False
Rv0874c	-1.52263780904	False
Rv0951	-1.98261901027	False
Rv0952	-1.94667507834	False
Rv1464	-1.80334483885	False
Rv0452	-1.00324316648	False
Rv3843c	-1.65182460024	True
Rv0178	-1.7352252214	False
Rv2043c	-2.57260345351	True
Rv2514c	-1.41836364624	False
Rv1568	-1.72871046477	False
Rv1948c	-0.620321818596	False
Rv3066	-1.26921834107	False
Rv3069	-1.05284173142	False
Rv3579c	-0.834975263156	False
Rv1420	-1.39166875105	False
Rv1633	-1.7602648969	False
Rv1638	-2.18481406178	False
Rv0290	-1.11002447208	False
Rv0792c	-1.69134415696	False
Rv0372c	-1.40409405658	False
Rv3644c	-1.90096343647	False
Rv3190A	-1.03839473798	False
Rv3201c	-1.83596210443	False
Rv0471c	-1.62685842205	False
Rv3452	-1.55476828619	False
Rv2230c	-1.6789269392	False
Rv2301	-1.62674761226	False
Rv3451	-1.2108221348	False
Rv2320c	-1.98996079987	False
Rv0175	-1.25523833813	False
Rv2891	-0.03463650493	False
Rv0836c	-0.604098179687	False
Rv0039c	0.172657138046	False
Rv2712c	-1.15207196509	False
Rv3114	-0.092107265362	False
Rv3113	-0.287871389622	False
Rv2265	-1.71213366401	True
Rv0242c	-1.96287770233	False
Rv0448c	-1.08147996858	False
Rv1350	-1.6194928352	False
Rv1483	-1.65116734481	False
Rv3124	-0.967281450738	False
Rv2207	-1.52874737528	False
Rv0254c	-1.06710559827	False
Rv2208	-1.36332543457	False
Rv0444c	-0.709390923521	False
Rv2282c	-1.41359859534	True
Rv2236c	-1.97596340631	False
Rv3480c	-2.04704057841	False
Rv2848c	-1.71539227935	False
Rv2231c	-0.959629442311	False
Rv2072c	-1.82575261017	False
Rv2071c	-0.0765750195821	False
Rv2062c	-1.92749666941	True
Rv2849c	-0.792913863041	False
Rv2065	-1.76487963885	True
Rv2583c	-1.76895155261	True
Rv2070c	-1.53010257725	False
Rv0233	-1.73191504209	False
Rv3051c	-1.43242206671	False
Rv3053c	-0.974885020906	False
Rv3052c	-1.28057055112	False
Rv2226	-1.75570198324	False
Rv2838c	-0.328275115597	False
Rv3041c	-0.720358087885	False
Rv2718c	-1.09101885783	False
Rv0743c	-1.40885101258	False
Rv3681c	-1.07795962758	False
Rv0570	-1.99805528901	False
Rv2075c	-1.2872213533	False
Rv1979c	-1.93046161319	False
Rv3028c	-1.5904886603	False
Rv0208c	-1.27489221072	False
Rv0185	-1.28057054176	False
Rv2511	-0.953901470017	False
Rv3416	-1.05991250597	False
Rv1081c	-1.06710577832	False
Rv1996	-1.92142875267	False
Rv1995	-1.57790482272	False
Rv1626	-1.22981851722	False
Rv1657	-1.25239459855	True
Rv1292	-0.803078417524	False
Rv2084	-1.71889478003	False
Rv3190c	-1.54739918113	False
Rv1659	-1.86113673117	True
Rv1653	-0.817754092598	True
Rv3840	-1.26354532719	True
Rv3847	-1.43264897939	False
Rv3845	-0.793043533049	False
Rv1384	-2.19887943796	True
Rv2747	-0.792913864593	False
Rv1652	-1.49330065822	True
Rv3755c	-1.55481535251	False
Rv0893c	-1.27719599235	False
Rv2536	-1.33415752787	False
Rv1658	-1.82058143921	True
Rv1599	-2.05666431114	False
Rv2714	-1.16997963036	False
Rv2715	-1.83464354701	False
Rv2716	-0.159185198135	False
Rv1223	-2.09643205995	False
Rv2028c	-1.73192061372	True
Rv1631	-1.64873324312	False
Rv0970	-1.07428667316	False
Rv0189c	-1.62468876178	False
Rv0889c	-2.17247511626	False
Rv1482c	-1.7253289972	False
Rv2498c	-1.32824285717	False
Rv2376c	-1.51784275025	True
Rv1232c	-1.48012427546	False
Rv3004	-1.42788434735	False
Rv3593	-1.99812580106	False
Rv0678	-1.53828305903	False
Rv1192	-1.54241256265	False
Rv1406	-1.63418424671	False
Rv1190	-0.480978729537	False
Rv3111	-1.64046719443	False
Rv0937c	-1.5425243642	False
Rv3324c	-1.05511989708	False
Rv0864	-1.08147996606	False
Rv2405	-1.42788445871	False
Rv2004c	-1.82478533178	False
Rv2407	-1.70883176349	False
Rv2975c	-0.906770784568	False
Rv2402	-2.03727627406	False
Rv2975a	-0.740356604517	False
Rv1751	-1.70675287608	False
Rv1752	-1.54654204088	False
Rv1851	-1.72209186467	False
Rv3100c	-0.780170201388	False
Rv1171	-1.5382902068	False
Rv3834c	-0.240283908183	True
Rv3661	-1.55067854435	False
Rv0223c	-1.51803783835	False
Rv1178	-1.88950651539	False
Rv3669	-1.52592313926	False
Rv0485	-1.63043811846	False
Rv2091c	-1.63408450475	False
Rv0884c	-1.23079458755	False
Rv2044c	-1.28094844611	True
Rv2694c	-1.43161478074	False
Rv1778c	-1.08146745793	False
Rv1287	-1.28057055433	False
Rv1286	-2.12296822524	False
Rv2408	-0.76132485907	False
Rv0132c	-1.81710663297	False
Rv0807	-1.07428666344	False
Rv0804	-0.792913832144	False
Rv0805	-1.86833556565	False
Rv3791	-1.86902347289	True
Rv1289	-1.04560077669	False
Rv0801	-1.47688353695	True
Rv2555c	-1.99898971216	False
Rv1225c	-1.41833834564	False
Rv0579	-1.27489220882	False
Rv0576	-0.948200213414	False
Rv0625c	-1.77060053631	False
Rv1853	-1.40626050828	False
Rv0396	-1.0671781193	True
Rv0395	-0.792978580965	True
Rv3594	-1.48203139969	False
Rv0390	-0.953901470017	True
Rv0036c	-1.4612816592	False
Rv3007c	-1.63775614434	False
Rv1515c	-1.42704065219	True
Rv0084	-1.73853525715	True
Rv3520c	-1.92148359961	False
Rv2366c	-1.16966340539	True
Rv1094	-1.28057054906	False
Rv3229c	-2.00795633031	False
Rv0575c	-1.29087563557	False
Rv0824c	-1.01481121365	False
Rv3625c	-1.81582994046	False
Rv3253c	-1.97542106917	False
Rv2962c	-1.07272638551	True
Rv2197c	-1.80307662914	False
Rv1373	-0.993581239534	True
Rv1372	-1.87585129761	True
Rv1371	-1.18966980182	True
Rv1376	-1.79459022134	True
Rv1375	-1.8876260586	True
Rv0712	-1.5300669285	False
Rv0713	-1.90399386715	False
Rv2661c	-0.782440523388	False
Rv0023	-1.7766137069	False
Rv0024	-1.77939501584	False
Rv0025	-1.54331936043	False
Rv0026	-2.04516750059	False
Rv0027	-1.57667130495	False
Rv0028	-1.42798330513	False
Rv0029	-1.92161394071	False
Rv0561c	-1.85383674503	False
Rv3284	-1.54241255883	False
Rv3134c	-0.457654143294	False
Rv3282	-1.24089912355	False
Rv3415c	-1.00657953868	False
Rv0917	-1.84690678898	False
Rv0394c	-1.60502731788	True
Rv1229c	-1.34377514213	False
Rv2528c	-1.95143621593	False
Rv1869c	-1.51356321356	False
Rv2913c	-2.23972436633	False
Rv0622	-1.70220350293	False
Rv0621	-0.792913864593	False
Rv0158	-0.904526218975	False
Rv3881c	-1.89541157133	False
Rv3034c	-1.08147996608	False
Rv2228c	-1.14559005863	False
Rv3615c	-1.06710580139	False
Rv1454c	-1.63041291764	False
Rv3266c	-1.28129589427	False
Rv3200c	-1.76188803448	False
Rv1449c	-1.74003504771	False
Rv1378c	-1.94699431158	True
Rv1720c	-0.694966325454	False
Rv2434c	-1.97061392318	False
Rv2884	-1.6151072448	False
Rv0470A	-1.08147978983	False
Rv2887	-1.25227686651	False
Rv0435c	-2.01017438623	False
Rv0997a	-0.771836310158	False
Rv0449c	-2.07046357115	False
Rv2644c	-1.43264897939	False
Rv2942	-2.28465353247	True
Rv1557	-1.94857622755	False
Rv2987c	-1.24520335507	False
Rv0450c	-2.10197981881	False
Rv0206c	-2.12365211446	False
Rv0507	-2.0012842497	False
Rv0402c	-2.24094962732	True
Rv3710	-1.99470321731	False
Rv2497c	-1.7187315144	False
Rv1498c	-1.8109709074	False
Rv2495c	-0.824896367507	False
Rv3631	-1.55067870774	False
Rv3048c	-0.967437852385	False
Rv1159	-1.28673514107	False
Rv2188c	-1.84719748896	False
Rv0041	-1.64705127838	False
Rv2610c	-1.63040646549	True
Rv3569c	-1.80665471599	False
Rv3055	-1.28057054724	False
Rv2832c	-1.86626597059	False
Rv2201	-2.03753798307	False
Rv0054	-1.16851393059	False
Rv0817c	-0.815927093965	False
Rv3900c	-1.54226313003	False
Rv3222c	1.0088617999	False
Rv2967c	-1.93434895944	False
Rv1020	-2.21441626243	False
Rv0397A	-0.98848892157	True
Rv2475c	-1.37089947481	False
Rv1600	-1.59790654667	False
Rv3772	-1.46110568938	False
Rv0480c	-1.84130084297	False
Rv2122c	-1.4975524719	False
Rv1605	-1.8036459216	False
Rv2121c	-1.54654206296	False
Rv1603	-1.87315951865	False
Rv1601	-1.51765699418	False
Rv3778c	-1.62812419543	False
Rv2916c	-1.71499382692	False
Rv1602	-1.48489962579	False
Rv1606	-0.137717124757	False
Rv2165c	-1.4932443573	False
Rv2994	-1.87026681249	False
Rv2580c	-1.64502641726	True
Rv1962A	-1.38999256328	False
Rv0953c	-1.80064232303	False
Rv3694c	-0.639253425866	False
Rv0783c	-2.11260650856	False
Rv3867	-1.42968720641	False
Rv1930c	-1.70559917811	False
Rv3878	-1.64358329481	False
Rv3879c	-1.58252278886	False
Rv3880c	-0.740302425843	False
Rv2873	-1.07428667125	False
Rv3120	-1.04574671841	False
Rv3616c	-1.88831928464	False
Rv3122	-1.47281582547	False
Rv3123	-1.24671514811	False
Rv3614c	-1.89838291868	False
Rv3864	-1.87503734165	False
Rv3865	-1.07428667316	False
Rv3127	-1.80074472333	False
Rv3654c	-0.771848424302	False
Rv3198A	-1.05274404815	False
Rv0901	-1.40885459494	False
Rv0900	-0.792913864593	False
Rv0899	-1.39934669693	False
Rv2508c	-1.35979567815	False
Rv3920c	-1.07773165714	False
Rv0760c	-0.908354211952	False
Rv3255c	-1.43264893566	False
Rv3264c	-1.76751953515	False
Rv2515c	-1.28057055317	False
Rv3398c	-1.35050824137	True
Rv2173	-2.02363986041	False
Rv2588c	-1.30608082314	True
Rv0685	-1.27489220951	True
Rv2670c	-1.59420725901	False
Rv2571c	-2.36282968753	False
Rv1290A	-1.28057055433	False
Rv0711	-2.14640647966	False
Rv2237	-1.41364026995	False
Rv2235	-1.73503303384	False
Rv1704c	-2.03758378218	False
Rv2936	-1.14785593365	True
Rv1837c	-1.51729054451	False
Rv2938	-1.40418528851	True
Rv0181c	-0.959081347759	False
Rv3353c	-1.06789235979	False
Rv2090	-1.44677498769	False
Rv1882c	-1.39404559954	False
Rvnt44	-0.771836310158	False
Rv0092	-1.80269937412	True
Rv1619	-1.78222670732	False
Rv3322c	-1.5382759152	False
Rv1615	-1.31212876085	False
Rv1616	-0.782365978665	False
Rv0764c	-0.993436980795	False
Rv1610	-1.27489211727	False
Rv2529	-1.93953851028	False
Rv1961	-1.60495815427	False
Rv3716c	-1.26921351193	False
Rv0103c	-2.246818771	True
Rv1629	-1.55730895797	False
Rv2147c	-1.28979859535	False
Rv1539	-0.782365978665	True
Rv2709	-0.908466277361	False
Rv2707	-1.78859673459	False
Rv2704	-1.2806513035	False
Rv1342c	-1.42788445871	False
Rv2700	-1.53010254746	False
Rv0961	-1.43264897939	False
Rv2024c	-1.55364430541	False
Rv1876	-1.4326488676	False
Rv2067c	-1.61915980922	True
Rv0968	-1.05274405786	False
Rv2416c	-1.64486127516	False
Rv1999c	-1.66371078299	False
Rv3251c	-0.792913864593	False
Rv3250c	-0.782365978665	False
Rv0639	-1.50151050507	False
Rv0984	-1.06710580139	False
Rv3110	-1.27498313942	False
Rv1769	-0.286822035114	False
Rv3040c	-0.951545086911	False
Rv3730c	-1.43703490302	False
Rv2143	-1.12264240537	False
Rv2681	-1.55478994256	False
Rv0499	-1.22622999522	False
Rv0498	-1.3952083285	False
Rv1144	-1.03121399163	False
Rv1145	-1.5850114126	False
Rv1146	-2.03321407056	False
Rv1147	-1.4233103737	False
Rv0125	-1.61916266475	False
Rv2110c	-1.41361558332	False
Rv0800	-1.56955323719	True
Rv2213	-2.16721864863	False
Rv2089c	-0.818016012075	False
Rv0983	-1.8027949105	False
Rv2852c	-1.92918223262	False
Rv0496	-1.86902102126	False
Rv0560c	-1.81268793517	False
Rv2535c	-1.26921334507	False
Rv2782c	-1.90413377828	False
Rv2109c	0.517112738095	False
Rv1318c	-1.85030081531	False
Rv1544	-1.60856288095	True
Rv1545	-0.782365978665	True
Rv1546	-1.00801414969	True
Rv3816c	-1.84408407923	True
Rv0818	-1.24096918849	False
Rv1543	-1.85517187486	True
Rv0361	-1.5300669285	False
Rv1845c	-0.780179438893	False
Rv1846c	-1.91839804402	False
Rv2699c	-1.28057055433	False
Rv1138a	0.967267471507	False
Rv0063a	-1.2183735593	False
Rv0567	-1.97037749084	False
Rv0385	-1.73853539237	False
Rv0386	-1.92042430889	False
Rv3868	-1.86681270996	False
Rv2211c	-2.00610407668	False
Rv0282	-1.31653033004	False
Rv3884c	-1.86605459064	False
Rv1798	-1.62814364732	False
Rv1002c	-2.06842698914	False
Rv1660	-1.60290905052	True
Rv1665	-1.3579072476	True
Rv2048c	-2.0929419764	True
Rv3800c	-1.87924404704	True
Rv2984	-1.70459312936	False
Rv2947c	-1.76243823319	True
Rv1013	-1.98772299021	False
Rv1663	-1.61346003539	True
Rv3726	-1.79156902913	False
Rv3727	-1.77464495949	False
Rv3725	-0.95591927044	False
Rv2619c	-1.08147996858	False
Rv3720	-1.52752589332	False
Rv0504c	-1.39934670793	False
Rv2380c	-2.04605406206	True
Rv0732	-1.81114479697	False
Rv1266c	-2.20829886915	False
Rv0105c	-1.25791600779	True
Rv2058c	-0.792913852339	True
Rv1233c	-1.27489221072	False
Rv2972c	-1.8140930326	False
Rv3578	-1.72753337591	False
Rv2685	-0.941295247872	False
Rv2088	-1.15678739627	False
Rv2189c	-0.595653445047	False
Rv1320c	-2.12827242647	False
Rv3829c	-1.74894324992	True
Rv1382	-1.64512877447	True
Rv2005c	-0.450476929037	False
Rv2176	-1.82979134463	False
Rv1456c	-1.78253741059	False
Rv0038	-1.64142155894	False
Rv2323c	-1.41364026481	False
Rv2372c	-1.69884688747	True
Rv0034	-1.15965724583	False
Rv0030	-0.989821910654	False
Rv0015c	-1.04200322248	False
Rv3306c	-1.3161834494	False
Rv1263	-2.19678659678	False
Rv2476c	-2.38670385498	False
Rv0373c	-2.17584698424	False
Rv3225c	-1.68594073054	False
Rv3438	-1.67652248884	False
Rv0014c	-1.99294159805	False
Rv0260c	-1.62490748656	False
Rv3901c	-1.03657686253	False
Rv2386c	-1.73192076164	True
Rv2867c	-1.42312405064	False
Rv0115a	-0.792913864593	False
Rv2474c	-1.29329253128	False
Rv0140	-1.43264897939	False
Rv0564c	-1.8413776327	False
Rv1347c	-1.25851420928	False
Rv0145	-1.84132962682	False
Rv2982c	-1.34934084014	False
Rv0149	-1.38086469162	False
Rv0148	-1.54705467122	False
Rv0439c	-1.73950843823	False
Rv1174c	-1.18507827155	False
Rv0811c	-1.73853499344	False
Rv1833c	-1.1325846624	False
Rv0437c	-1.26517159198	False
Rv1514c	-1.55481535251	True
Rv3249c	-1.61590991764	False
Rv0865	-0.792913864593	False
Rv2920c	-1.94559473276	True
Rv2365c	-1.27511398849	True
Rv1257c	-1.97037358632	False
Rv1547	-2.20671241181	False
Rv3370c	-1.99656939746	False
Rv3794	-1.73884923413	True
Rv3795	-2.24553550553	True
Rv3793	-2.37159504849	True
Rv2893	-1.47807005775	False
Rv0424c	-1.08147996858	False
Rv2825c	-0.441574843893	False
Rv0876c	-1.50416771724	False
Rv1048c	-1.05895720341	False
Rv3240c	-1.7992404382	False
Rv1267c	-1.82500129961	False
Rv1821	-1.38848590333	False
Rv2612c	-1.40418528851	True
Rv1822	-1.85517175592	False
Rv2746c	-1.06709337774	False
Rv0154c	-0.275020104752	False
Rv0131c	-2.08398692659	False
Rv0400c	-1.34846626402	True
Rv0271c	-1.69139717047	False
Rv0244c	-2.12312466397	False
Rv0231	-2.14082529941	False
Rv2794c	-1.19027621086	False
Rv0763c	-1.08147996858	False
Rv0672	-2.20984627288	False
Rv0568	-1.96370130731	False
Rv0689c	-1.06717747784	True
Rv3610c	-1.69897894381	False
Rv2516c	0.0781484343175	False
Rv2576c	-1.89334594254	True
Rv2154c	-1.73777785542	False
Rv2721c	-1.56898714679	False
Rv0069c	-1.37979287044	False
Rv2470	-1.08147996858	False
Rv1542c	-1.06710580139	True
Rv2390c	-1.07436559233	True
Rv3547	-1.62676013346	False
Rv0157	-1.97471290093	False
Rv1623c	-1.59768459895	False
Rv1622c	-1.3619299972	False
Rv1620c	-1.63042669593	False
Rv0529	-1.15482869264	False
Rv3409c	-1.52593737174	False
Rv2151c	-1.69903559344	False
Rv3898c	-0.911912691757	False
Rv3207c	-1.61220651259	False
Rv1393c	-1.83295682363	False
Rv2229c	-1.5382902068	False
Rv3137	-1.64138351026	False
Rv3131	-1.63413522779	False
Rv0295c	-1.28057055433	False
Rv2032	-1.83045845587	True
Rv3328c	-1.49899958428	False
Rv1475c	-2.00351972245	False
Rv3667	-2.11207115984	False
Rv0848	-1.41679963258	False
Rv2334	-1.40887574595	False
Rv2256c	0.0192681618162	False
Rv3180c	-1.04558782711	False
Rv2921c	-1.51929408657	True
Rv2605c	-0.861356257938	True
Rv1618	-1.28498784715	False
Rv0059	-1.24543377104	False
Rv0647c	-1.91116178154	False
Rv0428c	-1.26982758114	False
Rv2234	-1.16343956751	False
Rv1951c	-1.26354518565	False
Rv1632c	-1.25789095933	False
Rv1754c	-1.77959894672	False
Rv1816	-1.40887573827	False
Rv1817	-1.75638041977	False
Rv1730c	-1.01109409355	False
Rv1810	-0.792913864593	False
Rv3302c	-1.48524255827	False
Rv1381	-1.89847206876	True
Rv2249c	-1.96591432801	False
Rv1731	-2.10444701669	False
Rv0234c	-1.79316060331	False
Rv1827	-0.750831625401	False
Rv0051	-2.20109468426	False
Rv1700	-1.36305793322	False
Rv2981c	-1.74729119224	False
Rv1994c	-1.25875488775	False
Rv0481c	-1.53420357328	False
Rv0725c	-1.15435653597	False
Rv0798c	-1.12320200181	True
Rv2411c	-1.86573790087	False
Rv2164c	-1.41382317105	False
Rv2186c	-0.782365978665	False
Rv0204c	-1.63704619244	False
Rv0164	-1.08147996858	False
Rv2140c	-0.729899810323	False
Rv1978	0.330774612383	False
Rv2627c	-1.58146799304	False
Rv1975	-1.88810765524	False
Rv1974	-1.13494408756	False
Rv1977	-1.73853529874	False
Rv1973	-0.793145745879	False
Rv1972	-0.0459290777064	False
Rv3600c	-1.0026643103	False
Rv3655c	2.17759924448	False
Rv2538c	-1.39461476403	False
Rv3856c	-2.17752050784	False
Rv0116c	-1.70250079199	False
Rv2518c	-1.63407494533	False
Rv0883c	-1.39459001688	False
Rv2453c	-1.40414414412	False
Rv2775	-0.792913826877	False
Rv1077	-1.98787093496	False
Rv0958	-1.79689427612	False
Rv0959	-1.39177848083	False
Rv0954	-2.07046355213	False
Rv0955	-0.80301342209	False
Rv3098c	-0.792913864593	False
Rv3440c	-1.43276039811	False
Rv0469	-1.76333343312	False
Rv1775	-1.33771394894	False
Rv1774	-2.06758558925	False
Rv1772	-1.03128130376	False
Rv1771	-1.99680466193	False
Rv1770	-2.11767744541	False
Rv0813c	-1.26922329729	False
Rv3109	-1.41093673387	False
Rv3582c	-1.64506144591	False
Rv2241	-0.980992075409	False
Rv2170	-1.60849032191	False
Rv2185c	-1.08147996858	False
Rv1446c	-1.77633428854	False
Rv3098A	-0.792913864593	False
Rv0822c	-1.9304067721	False
Rv2756c	-1.63478942764	False
Rv0180c	-1.93442674232	False
Rv1293	-1.64872690589	False
Rv1155	-0.932209522309	False
Rv2011c	-1.43274370903	False
Rv1152	-1.28746687527	False
Rv1640c	-1.59778457385	False
Rv2761c	-1.52590885034	False
Rv3598c	-1.03417674785	False
Rv3352c	-1.27589742828	False
Rv3841	-0.650454784384	True
Rv2212	-1.94813854076	False
Rv1556	-1.5217650611	False
Rv3050c	-1.87180235192	False
Rv1558	-1.08147996858	False
Rv0153c	-1.27489198934	False
Rv0826	-1.28057046891	False
Rv3397c	-1.63774985736	True
Rv1538c	-1.13248509611	True
Rv0552	-1.91895358375	False
Rv2146c	-0.792913864593	False
Rv0556	-1.06710580139	False
Rv2795c	-0.265568533925	False
Rv2351c	-1.1417390757	False
Rv3136A	-1.48902198164	False
Rv0341	-1.42333123008	False
Rv0343	-2.05848325578	False
Rv1014c	-1.40411945748	False
Rv0352	-1.43031174864	False
Rv2780	-1.87735560497	False
Rv2053c	-1.61953081345	True
Rv0408	-1.51294776988	True
Rv0491	-1.27489221072	False
Rv2350c	-1.70422646894	False
Rv1865c	-0.956620805103	False
Rv0465c	-0.588190441763	False
Rv3735	-1.41836364624	False
Rv3559c	-1.51817298888	False
Rv3736	-1.2867269268	False
Rv3423c	-2.12488867498	False
Rv3732	-1.84966233974	False
Rv2851c	-1.5300669285	False
Rv0737	-1.6523986037	False
Rv0730	-1.65695244716	False
Rv3565	-1.8653673215	False
Rv0739	-1.63959201392	False
Rv1536	-1.69789723115	True
Rv1395	-1.9137804035	False
Rv0284	-2.42112606942	False
Rv2826c	-1.79158988881	False
Rv3703c	-1.12870999971	False
Rv1688	-1.60875620009	False
Rv0049	-1.27489210926	False
Rv2115c	-1.84810967025	False
Rv0855	-0.904147556743	False
Rv2524c	-1.92326093117	False
Rv1307	-1.93040696477	False
Rv2956	-1.59344425557	True
Rv1304	-1.53010265082	False
